,dumb,reduced,residual
2011-07-27 19:15:00,2.8792000000000004,2.692201473120002,1.8246000000000007
2011-07-27 19:30:00,2.9414000000000007,2.7698697994200026,1.8685999999999998
2011-07-27 19:45:00,2.8405000000000005,2.559241007080002,1.654
2011-07-27 20:00:00,2.531400000000001,2.2799218366000016,1.4331
2011-07-27 20:15:00,2.5833000000000017,2.3418053283700013,1.4667
2011-07-27 20:30:00,2.5417000000000014,2.329796594890001,1.4397000000000002
2011-07-27 20:45:00,2.203200000000001,2.022201381419999,1.1784000000000003
2011-07-27 21:00:00,2.1812000000000014,2.0999978072200007,1.3252000000000004
2011-07-27 21:15:00,2.199000000000001,2.19972828656,1.4018000000000004
2011-07-27 21:30:00,2.279600000000001,2.1741228956999996,1.3689000000000002
2011-07-27 21:45:00,1.968300000000002,1.9113952870499982,1.1089000000000002
2011-07-27 22:00:00,1.8440000000000019,1.7122426003999982,0.8930000000000001
2011-07-27 22:15:00,1.8325000000000014,1.7589990435299976,0.9328000000000001
2011-07-27 22:30:00,1.7866000000000013,1.6066685333199975,0.7781
2011-07-27 22:45:00,1.869100000000001,1.7356566138099971,0.8791
2011-07-27 23:00:00,1.8011000000000006,1.600669140469997,0.7512000000000001
2011-07-27 23:15:00,1.816700000000001,1.6891594799699974,0.8219000000000001
2011-07-27 23:30:00,1.6300000000000008,1.5222987473599974,0.6609
2011-07-27 23:45:00,1.5274000000000012,1.4401553297199976,0.5729000000000001
2011-07-28 00:00:00,1.3208000000000006,1.3522485648999973,0.5365
2011-07-28 00:15:00,1.2159,1.3588032793999971,0.5571000000000002
2011-07-28 00:30:00,1.0875000000000001,1.3084344161499977,0.46309999999999996
2011-07-28 00:45:00,1.1604000000000003,1.4567222164499976,0.5799
2011-07-28 01:00:00,0.9518000000000003,1.2480792870899975,0.9991000000000007
2011-07-28 01:15:00,0.9944000000000003,1.2750033083599979,1.0073000000000003
2011-07-28 01:30:00,0.7961000000000003,1.2019108592599979,1.0072000000000005
2011-07-28 01:45:00,0.8139000000000002,1.308086059459998,0.9970000000000004
2011-07-28 02:00:00,0.5147999999999999,1.0565459506599983,1.9063999999999992
2011-07-28 02:15:00,0.4633000000000001,1.0252910526599979,1.901199999999999
2011-07-28 02:30:00,0.49620000000000014,1.0033639435599977,1.904799999999998
2011-07-28 02:45:00,0.7374000000000002,1.2720425748599984,1.9014999999999993
2011-07-28 03:00:00,0.33460000000000006,0.9076458846599978,2.147399999999996
2011-07-28 03:15:00,0.5785000000000001,1.049117948659998,2.1394999999999977
2011-07-28 03:30:00,0.3343000000000001,0.866800397659998,2.1414999999999975
2011-07-28 03:45:00,0.3379000000000001,0.8459774264099977,2.147099999999997
2011-07-28 04:00:00,0.2571,0.8062674264099979,2.188799999999997
2011-07-28 04:15:00,0.2681,0.817175521309998,2.179599999999996
2011-07-28 04:30:00,0.24239999999999998,0.7841030723599982,2.1814999999999958
2011-07-28 04:45:00,0.22769999999999999,0.8001357252599984,2.1814999999999967
2011-07-28 05:00:00,0.2607,0.8060457253399986,2.1358999999999972
2011-07-28 05:15:00,0.26069999999999993,0.7785298519999987,2.143199999999998
2011-07-28 05:30:00,0.246,0.7793422626999987,2.1458999999999966
2011-07-28 05:45:00,0.41800000000000004,0.912937242099999,2.1405999999999983
2011-07-28 06:00:00,0.3047,0.7551065994999991,1.304300000000001
2011-07-28 06:15:00,0.4024,0.8266001099399992,1.2990000000000006
2011-07-28 06:30:00,0.8849000000000005,1.0428947059400004,1.3038999999999998
